pdf,global_id,dataset,well_name,locid,parlabel,parvq,risunits,logdate,lat,long,ns
Y,10120871,FRACK,Venoco Inc.,34-6,!BUTTES COMMUNITY 1! 34-6 - DIRECTIONALLY DRILLED,=,null,SUTTER BUTTES GAS OILFIELD,39.187918,-121.85403,1
null,11120533,FRACK,Seneca Resources Corporation,6,!ROSSI! 6 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4701483,-118.87133,1
null,11120332,FRACK,Seneca Resources Corporation,15,!MEL BLANC! 15 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4772134,-118.89133,1
Y,03048583,FRACK,Aera Energy LLC,7070F-2,!BELRIDGE I! 7070F-2,=,null,BELRIDGE SOUTH OILFIELD,35.439611,-119.69221,1
Y,03048277,FRACK,Aera Energy LLC,732NL-29,WELL # 732NL-29,=,null,BELRIDGE SOUTH OILFIELD,35.46725,-119.73718,1
Y,03048022,FRACK,Aera Energy LLC,922KR-33,WELL # 922KR-33 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.453465,-119.72124,1
Y,03047961,FRACK,Aera Energy LLC,528A1-28,WELL # 528A1-28 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.455859,-119.72173,1
Y,03047149,FRACK,Aera Energy LLC,65X-19,!ELLIS! 65X-19 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.47587,-119.74924,1
null,11120345,FRACK,Seneca Resources Corporation,7,!FRANKEL B! 7 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4761349,-118.87422,1
null,11120323,FRACK,Seneca Resources Corporation,53-32,!RED ROCK! 53-32 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4792548,-118.89004,1
null,11120702,FRACK,Vintage Production California LLC,5,!BARKER-FERNDALE! 5 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4338578,-119.08543,1
Y,02915853,FRACK,Occidental of Elk Hills Inc.,511-29B,!555 S.Z. UNIT! 511-29B - NOT DIRECTIONALLY DRILLED,=,null,BUENA VISTA OILFIELD,35.207826,-119.53456,1
Y,03050198,FRACK,Aera Energy LLC,517Z1-34 ,WELL # 517Z1-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.444164,-119.70493,1
Y,03041632,FRACK,Exxon Mobil Corporation,633A,!HILL! 633A,=,null,BELRIDGE SOUTH OILFIELD,35.480416,-119.75445,1
null,11120141,FRACK,Seneca Resources Corporation,26-33,!WHITE STAR! 26-33 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4693099,-118.88101,1
Y,03046183,FRACK,Aera Energy LLC,7220,!LOST HILLS TWO! 7220 - NOT DIRECTIONALLY DRILLED,=,null,LOST HILLS OILFIELD,35.654442,-119.75628,1
Y,03049242,FRACK,Occidental Oil and Gas ,74-19R ,WELL # 74-19R ,=,null,ELK HILLS OILFIELD,35.305887,-119.53710,1
null,11121206,FRACK,Vintage Production California LLC,215,!VALEX-FERNDALE! 215 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4333563,-119.08048,1
Y,10120852,FRACK,Venoco Inc.,228,!BUTTES COMMUNITY 1! 228 - DIRECTIONALLY DRILLED,=,null,SUTTER BUTTES GAS OILFIELD,39.2231147,-121.87212,1
null,11121461,FRACK,Vintage Production California LLC,71,!HAMP! 71 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4353400,-119.08973,1
null,11121251,FRACK,Seneca Resources Corporation,32,!FRANKEL B! 32 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4761051,-118.86749,1
null,11120627,FRACK,Vintage Production California LLC,61,!HAMP! 61 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4351235,-119.08998,1
null,11120736,FRACK,Seneca Resources Corporation,15,!FRANKEL B! 15 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4761119,-118.86744,1
null,11120471,FRACK,Vintage Production California LLC,6,!ARCO! 6 - NOT DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4303303,-119.09972,1
Y,03046975,FRACK,Aera Energy LLC,728DL-20,WELL # 728DL-20,=,null,BELRIDGE SOUTH OILFIELD,35.470554,-119.73943,1
null,11122061,FRACK,Aera Energy LLC,826,!TAYLOR! 826 - DIRECTIONALLY DRILLED,=,null,VENTURA OILFIELD,34.314887,-119.30416,1
null,11120456,FRACK,Vintage Production California LLC,2,!ARCO! 2 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4313367,-119.10224,1
Y,03047000,FRACK,Aera Energy LLC,734GL-29,WELL # 734GL-29,=,null,BELRIDGE SOUTH OILFIELD,35.464541,-119.73713,1
Y,03050131,FRACK,Aera Energy LLC,958LR-28 ,WELL # 958LR-28 ,=,null,BELRIDGE SOUTH OILFIELD,35.456049,-119.71493,1
Y,03050293,FRACK,Chevron USA Inc. ,5 11-12FR ,WELL # 5 11-12FR ,=,null,LOST HILLS OILFIELD,35.615374,-119.72623,1
null,11120965,FRACK,Seneca Resources Corporation,78-31,!CAL PAC! 78-31 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4705466,-118.90437,1
null,03716451,FRACK,Linn Operating Inc.,4,!ORANGE-ROWLAND! 4 - DIRECTIONALLY DRILLED,=,null,BREA-OLINDA OILFIELD,33.9472676,-117.90091,1
Y,03048527,FRACK,Aera Energy LLC,536L2-34 ,WELL # 536L2-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.445394,-119.70238,1
null,11121273,FRACK,Vintage Production California LLC,26,!ARCO! 26 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4335029,-119.11709,1
null,11120570,FRACK,Vintage Production California LLC,60,!HAMP! 60 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4351505,-119.08995,1
Y,03048752,FRACK,Aera Energy LLC,7463B-2,!BELRIDGE V! 7463B-2,=,null,BELRIDGE SOUTH OILFIELD,35.430639,-119.68671,1
Y,03044980,FRACK,Aera Energy LLC,919D-18,WELL # 919D-18 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.484715,-119.75935,1
Y,03047677,FRACK,Vintage Production California LLC,5-14H,!SILL! 5-14H,=,null,ANY FIELD OILFIELD,35.497567,-119.25000,1
Y,03047347,FRACK,Occidental of Elk Hills Inc.,32-31R,WELL # 32-31R - DIRECTIONALLY DRILLED,=,null,ASPHALTO OILFIELD,35.279177,-119.54771,1
Y,03046978,FRACK,Aera Energy LLC,728ZU-20,WELL # 728ZU-20,=,null,BELRIDGE SOUTH OILFIELD,35.471254,-119.73890,1
null,05301130,FRACK,Eagle Petroleum LLC,174,!LANIGAN! 174 - NOT DIRECTIONALLY DRILLED,=,null,LYNCH CANYON OILFIELD,35.999193,-120.84795,1
null,11120424,FRACK,Vintage Production California LLC,42,!HAMP! 42 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4352078,-119.08988,1
null,11121483,FRACK,Seneca Resources Corporation,20,!MEL BLANC! 20 - NOT DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4787547,-118.89806,1
Y,03043361,FRACK,Occidental of Elk Hills Inc.,72NE-30S,WELL # 72NE-30S - HORIZONTALLY DRILLED,=,null,ELK HILLS OILFIELD,35.294935,-119.43157,1
Y,03041638,FRACK,Exxon Mobil Corporation,642B,!HILL! 642B,=,null,BELRIDGE SOUTH OILFIELD,35.482124,-119.75331,1
Y,03047323,FRACK,Aera Energy LLC,7216E-2,!BELRIDGE I! 7216E-2 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.436193,-119.68957,1
null,05906769,FRACK,Linn Operating Inc.,20,!MENCHEGO! 20 - DIRECTIONALLY DRILLED,=,null,BREA-OLINDA OILFIELD,33.9429587,-117.87903,1
null,11121917,FRACK,Seneca Resources Corporation,4,!POWELL! 4 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4710877,-118.85872,1
null,11120208,FRACK,Seneca Resources Corporation,6,!MEL BLANC! 6 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4683208,-118.89985,1
Y,03047651,FRACK,Aera Energy LLC,917JR-18,WELL # 917JR-18 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.47651,-119.76061,1
null,11120907,FRACK,Seneca Resources Corporation,77-31,!CAL PAC! 77-31 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4705377,-118.90427,1
null,11120762,FRACK,Seneca Resources Corporation,1,!WELL NO.! 1 - NOT DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4700025,-118.87314,1
Y,03047534,FRACK,Aera Energy LLC,7017B,!LOST HILLS ONE! 7017B - DIRECTIONALLY DRILLED,=,null,LOST HILLS OILFIELD,35.615483,-119.71870,1
Y,03040732,FRACK,Aera Energy LLC,7477,!LOST HILLS TWO! 7477,=,null,LOST HILLS OILFIELD,35.662432,-119.76223,1
null,11120964,FRACK,Seneca Resources Corporation,67-31,!CAL PAC! 67-31 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4705371,-118.90442,1
Y,03049336,FRACK,Aera Energy LLC,721AU-29 ,WELL # 721AU-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.4686,-119.74013,1
Y,03047148,FRACK,Aera Energy LLC,65DXR2-19,!ELLIS! 65DXR2-19 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.476032,-119.74737,1
null,11120033,FRACK,Seneca Resources Corporation,86-30,!CAL PAC! 86-30 - NOT DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4867805,-118.90263,1
Y,03043598,FRACK,Vintage Production California LLC,13-14W,!MJ! 13-14W - DIRECTIONALLY DRILLED,=,null,MONUMENT JUNCTION OILFIELD,35.3992211,-119.68945,1
Y,03045269,FRACK,Aera Energy LLC,527NR3-20,WELL # 527NR3-20 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.472099,-119.73956,1
Y,03045859,FRACK,Aera Energy LLC,961ER-33,WELL # 961ER-33 - HORIZONTALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.455039,-119.71389,1
Y,03041646,FRACK,Exxon Mobil Corporation,653A,!HILL! 653A,=,null,BELRIDGE SOUTH OILFIELD,35.480282,-119.75139,1
Y,03046990,FRACK,Aera Energy LLC,742AU-29,WELL # 742AU-29 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.466949,-119.73562,1
null,11121180,FRACK,Vintage Production California LLC,214,!VALEX-FERNDALE! 214 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4333940,-119.08055,1
Y,03047012,FRACK,Aera Energy LLC,754LL-29,WELL # 754LL-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.463492,-119.73380,1
Y,03047644,FRACK,Occidental of Elk Hills Inc.,22-31R,WELL # 22-31R,=,null,ASPHALTO OILFIELD,35.27874,-119.55037,1
null,11120294,FRACK,Seneca Resources Corporation,12,!MEL BLANC! 12 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4772266,-118.89127,1
Y,03048823,FRACK,Aera Energy LLC,502H4-2 ,WELL # 502H4-2 ,=,null,BELRIDGE NORTH OILFIELD,35.527768,-119.78166,1
null,11120103,FRACK,Seneca Resources Corporation,4,!MEL BLANC! 4 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4724449,-118.89376,1
null,11120200,FRACK,Seneca Resources Corporation,87-32,!WHITE STAR! 87-32 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4698651,-118.88343,1
Y,02962732,FRACK,Occidental of Elk Hills Inc.,3-48-26R,WELL # 3-48-26R,=,null,ELK HILLS OILFIELD,35.282654,-119.47642,1
Y,03050110,FRACK,Aera Energy LLC,564Z1-33 ,WELL # 564Z1-33 ,=,null,BELRIDGE SOUTH OILFIELD,35.449471,-119.71192,1
Y,03047789,FRACK,Exxon Mobil Corporation,664CW,!HILL! 664CW,=,null,BELRIDGE SOUTH OILFIELD,35.478454,-119.74879,1
null,11121537,FRACK,Vintage Production California LLC,401,!FERNDALE! 401 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4246556,-119.07672,1
Y,03047744,FRACK,Aera Energy LLC,927KR2-20,WELL # 927KR2-20 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.473069,-119.73955,1
null,11120949,FRACK,Seneca Resources Corporation,21,!FRANKEL B! 21 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4703318,-118.85865,1
null,11120835,FRACK,Seneca Resources Corporation,62-29,!THORNBURY-GEIS! 62-29 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4937368,-118.89032,1
null,03030457,FRACK,Exxon Mobil Corporation,516H,!HILL! 516H - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.47552,-119.75876,1
Y,03048418,FRACK,Aera Energy LLC,732LL-29 ,WELL # 732LL-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.467421,-119.73862,1
Y,03049296,FRACK,Aera Energy LLC,536E1-34 ,WELL # 536E1-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.446255,-119.70228,1
Y,03048233,FRACK,Occidental of Elk Hills Inc.,317A-32S,WELL # 317A-32S,=,null,ELK HILLS OILFIELD,35.271706,-119.42891,1
Y,03041639,FRACK,Exxon Mobil Corporation,643,!HILL! 643,=,null,BELRIDGE SOUTH OILFIELD,35.479893,-119.75294,1
null,03711629,FRACK,Linn Operating Inc.,D-16,!PUENTE! D-16,=,null,BREA-OLINDA OILFIELD,33.9539564,-117.91287,1
null,11120591,FRACK,Seneca Resources Corporation,68,!RED ROCK! 68 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4834156,-118.89069,1
Y,03046250,FRACK,Occidental of Elk Hills Inc.,41-31R,WELL # 41-31R - DIRECTIONALLY DRILLED,=,null,ASPHALTO OILFIELD,35.281362,-119.54692,1
Y,03048927,FRACK,Aera Energy LLC,536A-18 ,WELL # 536A-18 ,=,null,BELRIDGE SOUTH OILFIELD,35.48865,-119.75615,1
Y,03047334,FRACK,Aera Energy LLC,7487B-2,!BELRIDGE V! 7487B-2 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.430202,-119.68591,1
Y,03049980,FRACK,Aera Energy LLC,926RR-20 ,WELL # 926RR-20 ,=,null,BELRIDGE SOUTH OILFIELD,35.473865,-119.74041,1
Y,03049269,FRACK,Aera Energy LLC,Mcphail 540R1 ,WELL # MCPHAIL 540R1 ,=,null,BELRIDGE NORTH OILFIELD,35.533715,-119.77865,1
null,11120351,FRACK,Seneca Resources Corporation,4,!ROSSI! 4 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4702688,-118.87126,1
null,03045658,FRACK,Vintage Production California LLC,BT-U20,!SECTION 34! BT-U20,=,null,LOST HILLS OILFIELD,35.705553,-119.80078,1
Y,03048367,FRACK,Aera Energy LLC,544E1-33,WELL # 544E1-33 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.450214,-119.71798,1
null,11120904,FRACK,Seneca Resources Corporation,19,!FRANKEL B! 19 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4707613,-118.85865,1
null,11120319,FRACK,Seneca Resources Corporation,81-32,!SHALE RIDGE! 81-32 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4837667,-118.88559,1
null,11120138,FRACK,Seneca Resources Corporation,46-33,!WHITE STAR! 46-33 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4706391,-118.87577,1
null,11120172,FRACK,Seneca Resources Corporation,11-4,!ARUNDELL! 11-4 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4651637,-118.88204,1
null,11120562,FRACK,Seneca Resources Corporation,77-29,!SHALE RIDGE! 77-29 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4868067,-118.88691,1
Y,03048611,FRACK,Aera Energy LLC,7155C-3,!BELRIDGE III! 7155C-3,=,null,BELRIDGE SOUTH OILFIELD,35.437687,-119.69904,1
Y,23729974,FRACK,Occidental Oil and Gas ,C-240 ,WELL # C-240 ,=,null,WILMINGTON OILFIELD,33.74002,-118.13738,1
Y,03047041,FRACK,Aera Energy LLC,76WER-19,!ELLIS! 76WER-19,=,null,BELRIDGE SOUTH OILFIELD,35.474064,-119.74674,1
null,11120146,FRACK,Seneca Resources Corporation,16-33,!WHITE STAR! 16-33 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4697166,-118.88354,1
Y,03044093,FRACK,Vintage Production California LLC,11-30X,!MONGOOSE! 11-30X,=,null,ANY FIELD OILFIELD,35.3741327,-119.65449,1
null,11120040,FRACK,Seneca Resources Corporation,5,!FRANKEL! 5 - NOT DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4801495,-118.87772,1
Y,10120858,FRACK,Venoco Inc.,35-6,!BUTTES COMMUNITY 1! 35-6 - DIRECTIONALLY DRILLED,=,null,SUTTER BUTTES GAS OILFIELD,39.1859189,-121.82090,1
Y,03036244,FRACK,Occidental of Elk Hills Inc.,513X-20B,WELL # 513X-20B - DIRECTIONALLY DRILLED,=,null,BUENA VISTA OILFIELD,35.2161941,-119.53337,1
Y,03047350,FRACK,Vintage Production California LLC,5HB,!GOOD SHOW! 5HB - DIRECTIONALLY DRILLED,=,null,ROSE OILFIELD,35.6301506,-119.34526,1
null,11102813,FRACK,Seneca Resources Corporation,26-28,!TAR CREEK! 26-28 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4865651,-118.88058,1
Y,03047153,FRACK,Aera Energy LLC,88GR-19,!KING! 88GR-19 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.471728,-119.74497,1
Y,03048594,FRACK,Aera Energy LLC,7221F-2,!BELRIDGE I! 7221F-2,=,null,BELRIDGE SOUTH OILFIELD,35.436255,-119.69248,1
null,11102852,FRACK,Seneca Resources Corporation,15-33,!WHITE STAR! 15-33 - NOT DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4745157,-118.88240,1
Y,03045928,FRACK,Occidental Oil and Gas ,25NH-34R ,WELL # 25NH-34R ,=,null,ELK HILLS OILFIELD,35.27461,-119.49806,1
Y,03050389,FRACK,Aera Energy LLC,914JR2-34 ,WELL # 914JR2-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.449489,-119.70690,1
Y,03048261,FRACK,Aera Energy LLC,733LL-29,WELL # 733LL-29,=,null,BELRIDGE SOUTH OILFIELD,35.465402,-119.73833,1
Y,03047970,FRACK,Vintage Production California LLC,23-14W,!TWISSELMAN! 23-14W - DIRECTIONALLY DRILLED,=,null,MONUMENT JUNCTION OILFIELD,35.4035661,-119.69160,1
null,11102825,FRACK,Seneca Resources Corporation,46-28,!TAR CREEK! 46-28 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4863115,-118.87686,1
Y,03050134,FRACK,Aera Energy LLC,964DR-29 ,WELL # 964DR-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.464469,-119.72941,1
Y,03047964,FRACK,Aera Energy LLC,927S-28,WELL # 927S-28,=,null,BELRIDGE SOUTH OILFIELD,35.457515,-119.72164,1
Y,03047792,FRACK,Exxon Mobil Corporation,674NW,!HILL! 674NW,=,null,BELRIDGE SOUTH OILFIELD,35.478167,-119.74706,1
null,11120195,FRACK,Seneca Resources Corporation,62-6,!BONEBRAKE B! 62-6 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4641687,-118.90559,1
Y,03048193,FRACK,Aera Energy LLC,7500 ,WELL # 7500 ,=,null,LOST HILLS OILFIELD,35.662364,-119.76049,1
Y,03049914,FRACK,Aera Energy LLC,987SR-29 ,WELL # 987SR-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.457877,-119.72562,1
Y,03047537,FRACK,Aera Energy LLC,7118B,!LOST HILLS ONE! 7118B - DIRECTIONALLY DRILLED,=,null,LOST HILLS OILFIELD,35.613471,-119.72000,1
Y,03047554,FRACK,Aera Energy LLC,7576,!LOST HILLS TWO! 7576,=,null,LOST HILLS OILFIELD,35.66034,-119.76132,1
null,11121270,FRACK,Seneca Resources Corporation,31,!FRANKEL B! 31 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4734486,-118.87379,1
Y,03049256,FRACK,Aera Energy LLC,532M1-35 ,WELL # 532M1-35 ,=,null,BELRIDGE NORTH OILFIELD,35.535984,-119.78013,1
Y,03046675,FRACK,Vintage Production California LLC,11H,!GOOD SHOW! 11H,=,null,ROSE OILFIELD,35.630231,-119.35067,1
null,11120177,FRACK,Seneca Resources Corporation,47-33,!WHITE STAR! 47-33 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4704378,-118.87571,1
null,11120641,FRACK,Vintage Production California LLC,8,!ARCO! 8 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4313837,-119.10686,1
Y,03049125,FRACK,Aera Energy LLC,Result 556N3-36 ,WELL # RESULT 556N3-36 ,=,null,BELRIDGE NORTH OILFIELD,35.530506,-119.77765,1
Y,03047003,FRACK,Aera Energy LLC,743GU-29,WELL # 743GU-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.466263,-119.73490,1
Y,03047327,FRACK,Aera Energy LLC,7601B-2,!BELRIDGE II! 7601B-2 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.426976,-119.67920,1
Y,03049919,FRACK,Aera Energy LLC,517C1-20 ,WELL # 517C1-20 ,=,null,BELRIDGE SOUTH OILFIELD,35.473078,-119.74149,1
Y,03049798,FRACK,Occidental Oil and Gas ,88-18R ,WELL # 88-18R ,=,null,ELK HILLS OILFIELD,35.310959,-119.53809,1
Y,03049584,FRACK,Aera Energy LLC,924L-34 ,WELL # 924L-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.448752,-119.705,1
Y,03007172,FRACK,Occidental of Elk Hills Inc.,388AH-26R,WELL # 388AH-26R - DIRECTIONALLY DRILLED,=,null,ELK HILLS OILFIELD,35.283063,-119.46774,1
null,11120899,FRACK,Seneca Resources Corporation,17-28,!SHALE RIDGE! 17-28 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4843234,-118.88357,1
Y,03046477,FRACK,Occidental of Elk Hills Inc.,3-4-3D,WELL # 3-4-3D - DIRECTIONALLY DRILLED,=,null,BUENA VISTA OILFIELD,35.174436,-119.38818,1
Y,03049299,FRACK,Aera Energy LLC,946C-34 ,WELL # 946C-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.445537,-119.69974,1
Y,03044770,FRACK,Aera Energy LLC,973C-29,WELL # 973C-29 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.465382,-119.72872,1
Y,03044960,FRACK,Aera Energy LLC,565GR3-29,WELL # 565GR3-29 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.46274,-119.73030,1
Y,03043999,FRACK,Aera Energy LLC,7170C,!LOST HILLS ONE! 7170C - NOT DIRECTIONALLY DRILLED,=,null,LOST HILLS OILFIELD,35.61216,-119.72154,1
Y,03047832,FRACK,Exxon Mobil Corporation,643K,!HILL! 643K,=,null,BELRIDGE SOUTH OILFIELD,35.480399,-119.75236,1
Y,03046641,FRACK,Occidental Oil and Gas ,Twisselman 18-14W ,WELL # TWISSELMAN 18-14W ,=,null,MONUMENT JUNCTION OILFIELD,35.3984,-119.69132,1
Y,03050009,FRACK,Aera Energy LLC,935FR-29 ,WELL # 935FR-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.462563,-119.73757,1
Y,03048537,FRACK,Aera Energy LLC,957CR-34 ,WELL # 957CR-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.443747,-119.69755,1
Y,10120890,FRACK,Venoco Inc.,4-1,!BUTTES COMMUNITY 1! 4-1 - DIRECTIONALLY DRILLED,=,null,SUTTER BUTTES GAS OILFIELD,39.17808,-121.86076,1
null,11121013,FRACK,Vintage Production California LLC,121,!OJAI! 121 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4303454,-119.12167,1
null,11121307,FRACK,Seneca Resources Corporation,508,!SELTZER! 508 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4754772,-118.88882,1
Y,11122171,FRACK,Occidental Oil and Gas ,Soundwave 1 ,WELL # SOUNDWAVE 1 ,=,null,INGLEWOOD OILFIELD,34.01,-118.38,1
null,11121345,FRACK,Vintage Production California LLC,127,!OJAI! 127 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4316777,-119.12515,1
Y,03049270,FRACK,Aera Energy LLC,535L2-35 ,WELL # 535L2-35 ,=,null,BELRIDGE NORTH OILFIELD,35.534062,-119.78547,1
Y,03049276,FRACK,Aera Energy LLC,Result 555E2-36 ,WELL # RESULT 555E2-36 ,=,null,BELRIDGE NORTH OILFIELD,35.531575,-119.77648,1
null,11121298,FRACK,Seneca Resources Corporation,57X-28,!ANZA-ORCUTT UNIT! 57X-28 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4854722,-118.87486,1
Y,03049971,FRACK,Aera Energy LLC,566C1-29 ,WELL # 566C1-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.460424,-119.73100,1
Y,03049659,FRACK,Aera Energy LLC,568K3-12 ,WELL # 568K3-12 ,=,null,BELRIDGE SOUTH OILFIELD,35.500025,-119.76643,1
null,23723075,FRACK,Thums Long Beach Co.,D-750,WELL # D-750 - DIRECTIONALLY DRILLED,=,null,WILMINGTON OILFIELD,33.74275,-118.16279,1
null,11120791,FRACK,Maverick Oil,404,!OJAI! 404 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4335039,-119.14916,1
Y,03041640,FRACK,Exxon Mobil Corporation,643A,!HILL! 643A,=,null,BELRIDGE SOUTH OILFIELD,35.480976,-119.75196,1
null,03718824,FRACK,Vintage Production California LLC,1,!WAYSIDE CANYON UNIT! 1 - NOT DIRECTIONALLY DRILLED,=,null,WAYSIDE CANYON OILFIELD,34.4720947,-118.57879,1
Y,03043767,FRACK,Vintage Production California LLC,34-2H,!VINTAGE NURSERIES! 34-2H,=,null,SHAFTER NORTH OILFIELD,35.528035,-119.26933,1
Y,03044760,FRACK,Aera Energy LLC,951N-29,WELL # 951N-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.468402,-119.73145,1
Y,03047648,FRACK,Aera Energy LLC,526Z2-18,WELL # 526Z2-18 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.489078,-119.75680,1
Y,03048283,FRACK,Aera Energy LLC,733EU-29,WELL # 733EU-29,=,null,BELRIDGE SOUTH OILFIELD,35.466738,-119.73809,1
Y,03047042,FRACK,Aera Energy LLC,86WAR3-19,!ELLIS! 86WAR3-19,=,null,BELRIDGE SOUTH OILFIELD,35.475401,-119.74446,1
Y,03046891,FRACK,Occidental of Elk Hills Inc.,21-19R,WELL # 21-19R - DIRECTIONALLY DRILLED,=,null,ELK HILLS OILFIELD,35.308132,-119.54969,1
null,03043358,FRACK,Occidental of Elk Hills Inc.,66NW-29S,WELL # 66NW-29S - DIRECTIONALLY DRILLED,=,null,ELK HILLS OILFIELD,35.287571,-119.41783,1
