pdf,global_id,dataset,well_name,locid,parlabel,parvq,risunits,logdate,lat,long,ns
null,11120777,FRACK,Seneca Resources Corporation,72-29,!THORNBURY-GEIS! 72-29 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4929485,-118.88650,1
null,11121443,FRACK,Seneca Resources Corporation,46,!FRANKEL B! 46 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4702033,-118.85864,1
Y,03048834,FRACK,Aera Energy LLC,550G4-35,WELL # 550G4-35,=,null,BELRIDGE NORTH OILFIELD,35.531835,-119.78195,1
Y,03048209,FRACK,Aera Energy LLC,944M-33,WELL # 944M-33 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.448915,-119.71729,1
null,11120555,FRACK,Vintage Production California LLC,58,!HAMP! 58 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4321666,-119.10094,1
Y,03044368,FRACK,Exxon Mobil Corporation,654,!HILL! 654,=,null,BELRIDGE SOUTH OILFIELD,35.478133,-119.74510,1
Y,03047750,FRACK,Aera Energy LLC,731AU-29,WELL # 731AU-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.468707,-119.73792,1
null,11102748,FRACK,Seneca Resources Corporation,62-32,!RED ROCK! 62-32 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4791342,-118.89009,1
Y,03048373,FRACK,Aera Energy LLC,983N-33,WELL # 983N-33,=,null,BELRIDGE SOUTH OILFIELD,35.45072,-119.70863,1
Y,02958674,FRACK,Occidental of Elk Hills Inc.,3-32A-36R,WELL # 3-32A-36R - DIRECTIONALLY DRILLED,=,null,ELK HILLS OILFIELD,35.279504,-119.46134,1
Y,03047064,FRACK,Aera Energy LLC,77WFR-19,!KING! 77WFR-19,=,null,BELRIDGE SOUTH OILFIELD,35.472375,-119.74644,1
Y,03048547,FRACK,Aera Energy LLC,959A-34 ,WELL # 959A-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.441259,-119.69765,1
Y,03048422,FRACK,Occidental of Elk Hills Inc.,56-19R,WELL # 56-19R,=,null,ELK HILLS OILFIELD,35.3073627,-119.53859,1
Y,03050122,FRACK,Aera Energy LLC,962PR2-33 ,WELL # 962PR2-33 ,=,null,BELRIDGE SOUTH OILFIELD,35.452904,-119.71201,1
null,11121061,FRACK,Seneca Resources Corporation,16-32,!MEL BLANC! 16-32 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4723851,-118.89377,1
null,11120062,FRACK,Seneca Resources Corporation,1,!FRANKEL B! 1 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4761384,-118.86780,1
Y,03046397,FRACK,Vintage Production California LLC,33-5H,!TULARE! 33-5H - HORIZONTALLY DRILLED,=,null,SHAFTER NORTH OILFIELD,35.5396568,-119.27978,1
Y,03049302,FRACK,Aera Energy LLC,946N-34 ,WELL # 946N-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.445172,-119.69941,1
null,11120872,FRACK,Vintage Production California LLC,16,!ARCO! 16 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4326612,-119.11218,1
Y,03045860,FRACK,Aera Energy LLC,961GR-33,WELL # 961GR-33 - HORIZONTALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.455331,-119.71300,1
null,11120382,FRACK,Seneca Resources Corporation,11,!FRANKEL B! 11 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4761527,-118.86771,1
null,11122105,FRACK,Aera Energy LLC,61,!MCGONIGLE! 61 - DIRECTIONALLY DRILLED,=,null,VENTURA OILFIELD,34.322478,-119.26413,1
null,11120988,FRACK,Seneca Resources Corporation,66-31,!CAL PAC! 66-31 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4729807,-118.90901,1
null,11120668,FRACK,Seneca Resources Corporation,23-28,!TAR CREEK! 23-28 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4929717,-118.87947,1
Y,03047549,FRACK,Aera Energy LLC,7501,!LOST HILLS TWO! 7501,=,null,LOST HILLS OILFIELD,35.661433,-119.76132,1
Y,03047043,FRACK,Aera Energy LLC,86WBR2-19,!ELLIS! 86WBR2-19,=,null,BELRIDGE SOUTH OILFIELD,35.47469,-119.74362,1
Y,03048607,FRACK,Aera Energy LLC,7117A-3,!BELRIDGE III! 7117A-3,=,null,BELRIDGE SOUTH OILFIELD,35.438689,-119.70195,1
null,11100190,FRACK,Seneca Resources Corporation,1,!SELTZER! 1 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4778180,-118.88478,1
Y,03046182,FRACK,Aera Energy LLC,7219,!LOST HILLS TWO! 7219 - DIRECTIONALLY DRILLED,=,null,LOST HILLS OILFIELD,35.654046,-119.75621,1
Y,03047842,FRACK,Exxon Mobil Corporation,662D,!HILL! 662D,=,null,BELRIDGE SOUTH OILFIELD,35.482479,-119.74771,1
Y,03047538,FRACK,Aera Energy LLC,7124A,!LOST HILLS ONE! 7124A - NOT DIRECTIONALLY DRILLED,=,null,LOST HILLS OILFIELD,35.612815,-119.72491,1
null,11121564,FRACK,Fortune Petroleum Corporation,2,!ROBERTA! 2 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4414846,-119.12738,1
null,11120169,FRACK,Seneca Resources Corporation,36-33,!WHITE STAR! 36-33 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4693392,-118.87876,1
Y,03048676,FRACK,Occidental of Elk Hills Inc.,52E-34R,WELL # 52E-34R,=,null,ELK HILLS OILFIELD,35.2794036,-119.48999,1
null,11121255,FRACK,Seneca Resources Corporation,18,!MEL BLANC! 18 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4787580,-118.89815,1
Y,03047546,FRACK,Aera Energy LLC,7452,WELL # 7452,=,null,LOST HILLS OILFIELD,35.662797,-119.76211,1
Y,10120872,FRACK,Venoco Inc.,2-2,!BUTTES COMMUNITY 1! 2-2 - NOT DIRECTIONALLY DRILLED,=,null,SUTTER BUTTES GAS OILFIELD,39.186095,-121.82784,1
Y,03045297,FRACK,Aera Energy LLC,518DR3-20,WELL # 518DR3-20,=,null,BELRIDGE SOUTH OILFIELD,35.470462,-119.74107,1
null,11120655,FRACK,Vintage Production California LLC,84,!OJAI! 84 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4255083,-119.14284,1
Y,03049829,FRACK,Occidental Oil and Gas ,Good Show 13H ,WELL # GOOD SHOW 13H ,=,null,ROSE OILFIELD,35.63312,-119.35195,1
Y,01120830,FRACK,Venoco Inc.,16,!UNIT 25! 16 - DIRECTIONALLY DRILLED,=,null,SYCAMORE GAS OILFIELD,39.1242136,-121.92758,1
null,05906757,FRACK,Linn Operating Inc.,8,!MENCHEGO! 8,=,null,BREA-OLINDA OILFIELD,33.9430232,-117.88387,1
Y,03049545,FRACK,Chevron USA Inc. ,Sec 4 4-6R ,WELL # SEC 4 4-6R ,=,null,LOST HILLS OILFIELD,35.608068,-119.72035,1
null,11120569,FRACK,Vaquero Energy Inc.,2,!REHART-HUNTER! 2 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4658678,-118.87134,1
Y,03046169,FRACK,Aera Energy LLC,7020,!LOST HILLS TWO! 7020 - DIRECTIONALLY DRILLED,=,null,LOST HILLS OILFIELD,35.658614,-119.75704,1
Y,03048581,FRACK,Aera Energy LLC,7023E-2,!BELRIDGE I! 7023E-2,=,null,BELRIDGE SOUTH OILFIELD,35.440698,-119.69416,1
Y,03045861,FRACK,Aera Energy LLC,961JR-33,WELL # 961JR-33 - HORIZONTALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.454972,-119.71334,1
null,11102749,FRACK,Seneca Resources Corporation,82-32,!RED ROCK! 82-32 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4793491,-118.88653,1
Y,03048826,FRACK,Aera Energy LLC,531R7-35 ,WELL # 531R7-35 ,=,null,BELRIDGE NORTH OILFIELD,35.535903,-119.78335,1
Y,03049891,FRACK,Aera Energy LLC,Lost Hills Govt 7547 ,WELL # LOST HILLS GOVT 7547 ,=,null,LOST HILLS OILFIELD,35.661491,-119.75864,1
Y,03048524,FRACK,Aera Energy LLC,951AR2-33,WELL # 951AR2-33,=,null,BELRIDGE SOUTH OILFIELD,35.455439,-119.71577,1
Y,03046759,FRACK,Aera Energy LLC,521C1-1,WELL # 521C1-1 - DIRECTIONALLY DRILLED,=,null,BELRIDGE NORTH OILFIELD,35.52757,-119.77556,1
Y,03049337,FRACK,Aera Energy LLC,721LU-29 ,WELL # 721LU-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.469016,-119.74074,1
Y,23727461,FRACK,Thums Long Beach Co.,B-532,WELL # B-532 - DIRECTIONALLY DRILLED,=,null,WILMINGTON OILFIELD,33.752147,-118.15994,1
Y,03047533,FRACK,Aera Energy LLC,6397,!LOST HILLS ONE! 6397 - DIRECTIONALLY DRILLED,=,null,LOST HILLS OILFIELD,35.606808,-119.72209,1
Y,03048582,FRACK,Aera Energy LLC,7050D-2,!BELRIDGE I! 7050D-2,=,null,BELRIDGE SOUTH OILFIELD,35.440381,-119.69611,1
null,11122089,FRACK,ABA Energy Corp.,1,!DOROTHY MOON! 1 - DIRECTIONALLY DRILLED,=,null,OXNARD OILFIELD,34.1839415,-119.14548,1
null,03120459,FRACK,INNEX California Inc.,36-1,WELL # 36-1,=,null,KETTLEMAN NORTH DOME OILFIELD,35.954332,-119.98026,1
Y,03046991,FRACK,Aera Energy LLC,742LL-29,WELL # 742LL-29,=,null,BELRIDGE SOUTH OILFIELD,35.467308,-119.73612,1
Y,03048534,FRACK,Aera Energy LLC,947ZR-34 ,WELL # 947ZR-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.444115,-119.69865,1
Y,03048824,FRACK,Aera Energy LLC,Result 556G2-36 ,WELL # RESULT 556G2-36 ,=,null,BELRIDGE NORTH OILFIELD,35.531526,-119.77762,1
Y,03049339,FRACK,Aera Energy LLC,721NU-29 ,WELL # 721NU-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.469134,-119.73942,1
Y,03044430,FRACK,Exxon Mobil Corporation,631F,!HILL! 631F - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.482559,-119.75144,1
Y,03047555,FRACK,Aera Energy LLC,7577,!LOST HILLS TWO! 7577,=,null,LOST HILLS OILFIELD,35.660072,-119.76221,1
Y,03048829,FRACK,Aera Energy LLC,535A2-35,WELL # 535A2-35,=,null,BELRIDGE NORTH OILFIELD,35.533812,-119.78495,1
Y,03048391,FRACK,Aera Energy LLC,723GU-29 ,WELL # 723GU-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.466291,-119.73933,1
null,11120088,FRACK,Seneca Resources Corporation,57-32,!HANSEN! 57-32 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4686499,-118.89106,1
Y,03049883,FRACK,Occidental Oil and Gas ,Tulare 3-16H ,WELL # TULARE 3-16H ,=,null,SHAFTER NORTH OILFIELD,35.51844,-119.25976,1
Y,03049308,FRACK,Aera Energy LLC,957P-34 ,WELL # 957P-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.442733,-119.69633,1
null,11120661,FRACK,Mirada Petroleum Inc.,1,!M.P. LANE FEDERAL! 1 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4463399,-119.10529,1
Y,03049917,FRACK,Aera Energy LLC,953E-29 ,WELL # 953E-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.46592,-119.73387,1
null,11120897,FRACK,Vintage Production California LLC,106,!OJAI! 106 - NOT DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4210509,-119.14337,1
Y,03047749,FRACK,Aera Energy LLC,731AL-29,WELL # 731AL-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.468697,-119.73787,1
Y,03047679,FRACK,Vintage Production California LLC,14H,!GOOD SHOW! 14H - HORIZONTALLY DRILLED,=,null,ROSE OILFIELD,35.6302307,-119.34168,1
null,03046045,FRACK,Aera Energy LLC,764AL-29,WELL # 764AL-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.463277,-119.73116,1
null,11102848,FRACK,Seneca Resources Corporation,13-33,!WHITE STAR! 13-33 - NOT DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4781418,-118.88290,1
Y,03047760,FRACK,Aera Energy LLC,732GU-29,WELL # 732GU-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.468146,-119.73707,1
Y,03049972,FRACK,Aera Energy LLC,913DR-29 ,WELL # 913DR-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.466371,-119.74121,1
Y,03047157,FRACK,Occidental of Elk Hills Inc.,366-15R,WELL # 366-15R - HORIZONTALLY DRILLED,=,null,ELK HILLS OILFIELD,35.315438,-119.48921,1
Y,03048530,FRACK,Aera Energy LLC,916S-34,WELL # 916S-34 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.445148,-119.70575,1
null,03045795,FRACK,Chevron U.S.A. Inc.,172H,!KERN RIVER DRILLERS! 172H - HORIZONTALLY DRILLED,=,null,KERN RIVER OILFIELD,35.4527084,-119.01981,1
null,11120705,FRACK,Seneca Resources Corporation,33-28,!TAR CREEK! 33-28 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4929593,-118.87930,1
null,23723313,FRACK,Thums Long Beach Co.,D-823,WELL # D-823 - DIRECTIONALLY DRILLED,=,null,WILMINGTON OILFIELD,33.742411,-118.16232,1
null,11121458,FRACK,Seneca Resources Corporation,19,!MEL BLANC! 19 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4787392,-118.89820,1
Y,03041641,FRACK,Exxon Mobil Corporation,643B,!HILL! 643B,=,null,BELRIDGE SOUTH OILFIELD,35.479361,-119.75363,1
Y,03041634,FRACK,Exxon Mobil Corporation,641A,!HILL! 641A,=,null,BELRIDGE SOUTH OILFIELD,35.482887,-119.75393,1
Y,03044613,FRACK,Aera Energy LLC,517DR2-20,WELL # 517DR2-20,=,null,BELRIDGE SOUTH OILFIELD,35.47247,-119.74085,1
Y,03049665,FRACK,Aera Energy LLC,577R2-12 ,WELL # 577R2-12 ,=,null,BELRIDGE SOUTH OILFIELD,35.501242,-119.76544,1
Y,03043765,FRACK,Vintage Production California LLC,2-4H,!ECKMANN! 2-4H - DIRECTIONALLY DRILLED,=,null,SHAFTER NORTH OILFIELD,35.514732,-119.26206,1
null,11122078,FRACK,Vintage Production California LLC,476,!GRUBB! 476 - DIRECTIONALLY DRILLED,=,null,RINCON OILFIELD,34.3324941,-119.35831,1
Y,03046645,FRACK,Aera Energy LLC,7240E-2,!BELRIDGE I! 7240E-2 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.43528,-119.78899,1
null,11120298,FRACK,Seneca Resources Corporation,14,!MEL BLANC! 14 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4726237,-118.89364,1
Y,03049583,FRACK,Aera Energy LLC,914PR-34 ,WELL # 914PR-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.448958,-119.70525,1
Y,03047754,FRACK,Aera Energy LLC,731DU-29,WELL # 731DU-29 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.468607,-119.73671,1
Y,03046100,FRACK,Vintage Production California LLC,14-24W,!BENT! 14-24W - DIRECTIONALLY DRILLED,=,null,MONUMENT JUNCTION OILFIELD,35.3850621,-119.66072,1
Y,03046037,FRACK,Aera Energy LLC,754GL-29,WELL # 754GL-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.464895,-119.73300,1
Y,03041631,FRACK,Exxon Mobil Corporation,632B,!HILL! 632B,=,null,BELRIDGE SOUTH OILFIELD,35.480729,-119.75397,1
null,11122095,FRACK,Seneca Resources Corporation,533-33,!WHITE STAR! 533-33 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.477144,-118.87870,1
Y,03045252,FRACK,Aera Energy LLC,511ER2-29,WELL # 511ER2-29,=,null,BELRIDGE SOUTH OILFIELD,35.469935,-119.74220,1
Y,03047536,FRACK,Aera Energy LLC,7089B,!LOST HILLS ONE! 7089B - DIRECTIONALLY DRILLED,=,null,LOST HILLS OILFIELD,35.613868,-119.71744,1
Y,03050116,FRACK,Aera Energy LLC,921JR-33 ,WELL # 921JR-33 ,=,null,BELRIDGE SOUTH OILFIELD,35.454219,-119.72238,1
null,03711661,FRACK,Linn Operating Inc.,B-26,!PUENTE! B-26,=,null,BREA-OLINDA OILFIELD,33.9467898,-117.90598,1
Y,11122084,FRACK,Vintage Production California LLC,477,!GRUBB! 477 - DIRECTIONALLY DRILLED,=,null,RINCON OILFIELD,34.3281012,-119.35217,1
Y,03047561,FRACK,Chevron U.S.A. Inc.,3-6,!CAHN! 3-6 - DIRECTIONALLY DRILLED,=,null,LOST HILLS OILFIELD,35.6077345,-119.72008,1
Y,03046364,FRACK,Occidental of Elk Hills Inc.,6-4BH-7D,WELL # 6-4BH-7D - HORIZONTALLY DRILLED,=,null,BUENA VISTA OILFIELD,35.160821,-119.43484,1
Y,03041647,FRACK,Exxon Mobil Corporation,663D,!HILL! 663D,=,null,BELRIDGE SOUTH OILFIELD,35.479564,-119.74761,1
Y,03050382,FRACK,Aera Energy LLC,984KR2-33 ,WELL # 984KR2-33 ,=,null,BELRIDGE SOUTH OILFIELD,35.449358,-119.70827,1
Y,03043343,FRACK,Vintage Production California LLC,28-7H,!TIMELESS! 28-7H,=,null,SHAFTER NORTH OILFIELD,35.56515,-119.28948,1
Y,03049294,FRACK,Aera Energy LLC,525N1-34 ,WELL # 525N1-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.447118,-119.70388,1
Y,03049244,FRACK,Occidental Oil and Gas ,84-19R ,WELL # 84-19R ,=,null,ELK HILLS OILFIELD,35.305901,-119.53697,1
null,11121976,FRACK,DCOR LLC,36-15,!TEMESCAL! 36-15 - DIRECTIONALLY DRILLED,=,null,PIRU CREEK (ABD) OILFIELD,34.4358416,-118.75844,1
null,11120773,FRACK,TB Properties,2,!MERCHANTS! 2 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4670775,-118.91795,1
Y,03047088,FRACK,Occidental of Elk Hills Inc.,34-31R,WELL # 34-31R,=,null,ASPHALTO OILFIELD,35.27648,-119.54913,1
null,03048461,FRACK,Occidental Oil and Gas ,Tulare 34-11H ,WELL # TULARE 34-11H ,=,null,ROSE OILFIELD,35.629613,-119.34423,1
Y,03047067,FRACK,Aera Energy LLC,81WER-30,!KING! 81WER-30,=,null,BELRIDGE SOUTH OILFIELD,35.469985,-119.74333,1
null,11120163,FRACK,Seneca Resources Corporation,81-6,!BONEBRAKE! 81-6 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4664630,-118.90247,1
Y,03050130,FRACK,Aera Energy LLC,938HR-28 ,WELL # 938HR-28 ,=,null,BELRIDGE SOUTH OILFIELD,35.457169,-119.71876,1
null,03711610,FRACK,Linn Operating Inc.,C-31,!PUENTE! C-31,=,null,BREA-OLINDA OILFIELD,33.9545297,-117.92195,1
null,11120696,FRACK,Mirada Petroleum Inc.,1,!AGNEW! 1 - NOT DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4418820,-119.12368,1
null,11120506,FRACK,Mirada Petroleum Inc.,55,!HAMP FEE! 55 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4338819,-119.10496,1
Y,03047791,FRACK,Exxon Mobil Corporation,664MW,!HILL! 664MW,=,null,BELRIDGE SOUTH OILFIELD,35.478684,-119.74760,1
null,11120852,FRACK,Seneca Resources Corporation,149-28,!TAR CREEK! 149-28 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4901554,-118.88344,1
Y,03037337,FRACK,Occidental of Elk Hills Inc.,22-27R,WELL # 22-27R,=,null,ELK HILLS OILFIELD,35.293318,-119.50128,1
null,11120595,FRACK,Vaquero Energy Inc.,3-43,!A.D.P. HOPPER RANCH! 3-43 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4634671,-118.85940,1
null,11121286,FRACK,Seneca Resources Corporation,30,!FRANKEL B! 30 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4734373,-118.87366,1
null,11120310,FRACK,Seneca Resources Corporation,83H-33,!ORCUTT! 83H-33 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4793782,-118.86863,1
Y,03043948,FRACK,Vintage Production California LLC,21-2H,!FARMLAND RESERVE! 21-2H,=,null,SHAFTER NORTH OILFIELD,35.56149,-119.28067,1
Y,03046998,FRACK,Aera Energy LLC,733ZL-29,WELL # 733ZL-29,=,null,BELRIDGE SOUTH OILFIELD,35.465003,-119.73776,1
Y,03044776,FRACK,Aera Energy LLC,512GR3-29,WELL # 512GR3-29,=,null,BELRIDGE SOUTH OILFIELD,35.468481,-119.74157,1
Y,03046692,FRACK,Occidental of Elk Hills Inc.,3-8-31G,WELL # 3-8-31G - DIRECTIONALLY DRILLED,=,null,BUENA VISTA OILFIELD,35.181698,-119.44417,1
Y,03050196,FRACK,Aera Energy LLC,972CR-33 ,WELL # 972CR-33 ,=,null,BELRIDGE SOUTH OILFIELD,35.452833,-119.71104,1
Y,03047966,FRACK,Aera Energy LLC,931AR-33,WELL # 931AR-33 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.45538,-119.72026,1
null,11121249,FRACK,Seneca Resources Corporation,23,!MEL BLANC! 23 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4724784,-118.89379,1
Y,03048641,FRACK,Aera Energy LLC,7285E-2,!BELRIDGE I! 7285E-2,=,null,BELRIDGE SOUTH OILFIELD,35.434451,-119.68475,1
null,11120526,FRACK,Vintage Production California LLC,62,!OJAI! 62 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4231071,-119.15036,1
null,11122081,FRACK,Aera Energy LLC,834,!TAYLOR! 834 - DIRECTIONALLY DRILLED,=,null,VENTURA OILFIELD,34.313717,-119.30589,1
Y,03046039,FRACK,Aera Energy LLC,754ZL-29,WELL # 754ZL-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.464164,-119.73210,1
Y,03043599,FRACK,Occidental Oil and Gas ,RD1 82-15H ,WELL # RD1 82-15H ,=,null,SEMITROPIC OILFIELD,35.585704,-119.47480,1
null,11121441,FRACK,Seneca Resources Corporation,39,!FRANKEL B! 39 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4705297,-118.85865,1
Y,03047787,FRACK,Exxon Mobil Corporation,662FW,!HILL! 662FW,=,null,BELRIDGE SOUTH OILFIELD,35.481416,-119.74754,1
null,11120534,FRACK,Seneca Resources Corporation,33-6,!BONEBRAKE A! 33-6 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4653013,-118.91743,1
Y,03041643,FRACK,Exxon Mobil Corporation,644,!HILL! 644,=,null,BELRIDGE SOUTH OILFIELD,35.478808,-119.75236,1
Y,03047152,FRACK,Aera Energy LLC,86MXR-19,!ELLIS! 86MXR-19 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.475278,-119.74443,1
null,11120395,FRACK,Mirada Petroleum Inc.,38,!HAMP FEE! 38 - NOT DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4346485,-119.10249,1
Y,03050144,FRACK,Aera Energy LLC,977K-29 ,WELL # 977K-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.45859,-119.72809,1
null,03045948,FRACK,Aera Energy LLC,7154F-3,!BELRIDGE III! 7154F-3 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.437204,-119.69829,1
null,11102658,FRACK,Seneca Resources Corporation,5,!SELTZER! 5 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4763373,-118.88552,1
Y,03047965,FRACK,Aera Energy LLC,928J-28,WELL # 928J-28 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.456483,-119.72241,1
Y,03048396,FRACK,Aera Energy LLC,723GL-29 ,WELL # 723GL-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.466291,-119.73933,1
Y,03048584,FRACK,Aera Energy LLC,7072H-2,!BELRIDGE I! 7072H-2,=,null,BELRIDGE SOUTH OILFIELD,35.439689,-119.69334,1
null,11121186,FRACK,Vintage Production California LLC,23,!ARCO! 23 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4324366,-119.11836,1
Y,03049912,FRACK,Aera Energy LLC,963RR2-29 ,WELL # 963RR2-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.464943,-119.73135,1
Y,03048678,FRACK,Occidental Oil and Gas ,73E-34R ,WELL # 73E-34R ,=,null,ELK HILLS OILFIELD,35.277325,-119.48481,1
null,02902216,FRACK,Occidental of Elk Hills Inc.,3-536-36B,WELL # 3-536-36B - NOT DIRECTIONALLY DRILLED,=,null,BUENA VISTA OILFIELD,35.181706,-119.45808,1
null,11102640,FRACK,Seneca Resources Corporation,C-1,!FRANKEL! C-1 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4791533,-118.87900,1
Y,03046901,FRACK,Aera Energy LLC,548L3-35,WELL # 548L3-35 - DIRECTIONALLY DRILLED,=,null,BELRIDGE NORTH OILFIELD,35.53244,-119.78148,1
null,11120164,FRACK,Seneca Resources Corporation,77-32,!HANSEN! 77-32 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4690867,-118.88781,1
Y,03045858,FRACK,Aera Energy LLC,951HR-33,WELL # 951HR-33 - HORIZONTALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.455184,-119.71415,1
null,03035980,FRACK,Aera Energy LLC,531CR-29,WELL # 531CR-29 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.46952,-119.73784,1
null,23722618,FRACK,Thums Long Beach Co.,J-468,WELL # J-468 - DIRECTIONALLY DRILLED,=,null,WILMINGTON OILFIELD,33.7441279,-118.19054,1
Y,03047737,FRACK,Aera Energy LLC,941Q-29,WELL # 941Q-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.469983,-119.73586,1
Y,03041186,FRACK,Chevron USA Inc. ,4 4-7E ,WELL # 4 4-7E ,=,null,LOST HILLS OILFIELD,35.606695,-119.71868,1
null,03044267,FRACK,Aera Energy LLC,86WGR-19,!ELLIS! 86WGR-19 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.47462,-119.74475,1
Y,03045298,FRACK,Aera Energy LLC,518ER2-20,WELL # 518ER2-20 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.471844,-119.74264,1
Y,03048742,FRACK,Aera Energy LLC,7554C-2,!BELRIDGE V! 7554C-2,=,null,BELRIDGE SOUTH OILFIELD,35.427759,-119.68052,1
Y,03043714,FRACK,Vintage Production California LLC,13-24W,!BENT! 13-24W,=,null,MONUMENT JUNCTION OILFIELD,35.387737,-119.66064,1
Y,03046362,FRACK,Occidental Oil and Gas ,Jackson  AND  Perkins 27-3H ,WELL # JACKSON  AND  PERKINS 27-3H ,=,null,SHAFTER NORTH OILFIELD,35.53686,-119.27327,1
